macaddr,Unnamed: 0,_time,asa_code,user,radiomac,slotnum,name,building_name
c460dc6ae67c9683fb1cc74cfe26c5ced898a6e642468ae3857bb910bd11c7c9,3205,2020-02-14T22:38:31.000-05:00,APF-3-AUTHENTICATION_TRAP,a59f1804caa025a777e0d79d72dd0ccf05689f85c77879d23a7e7efc78d2eebd,20:bb:c0:e7:83:a0,1,bryancenter-loop-ap3602i-rc-1,Bryan Student Center
c460dc6ae67c9683fb1cc74cfe26c5ced898a6e642468ae3857bb910bd11c7c9,8724,2020-02-14T22:38:31.000-05:00,APF-3-ASSOC_TRAP,a59f1804caa025a777e0d79d72dd0ccf05689f85c77879d23a7e7efc78d2eebd,d4:a0:2a:4a:56:00,1,bryancenter-aubon-ap3502i-rc-1,Bryan Student Center
c460dc6ae67c9683fb1cc74cfe26c5ced898a6e642468ae3857bb910bd11c7c9,8728,2020-02-14T22:38:28.000-05:00,APF-3-AUTHENTICATION_TRAP,a59f1804caa025a777e0d79d72dd0ccf05689f85c77879d23a7e7efc78d2eebd,d4:a0:2a:10:fd:e0,1,bryancenter-303-ap3502i-rc-1,Bryan Student Center
c460dc6ae67c9683fb1cc74cfe26c5ced898a6e642468ae3857bb910bd11c7c9,3217,2020-02-14T22:37:52.000-05:00,APF-3-ASSOC_TRAP,a59f1804caa025a777e0d79d72dd0ccf05689f85c77879d23a7e7efc78d2eebd,20:bb:c0:e7:8c:b0,1,bryancenter-310-ap3602i-rc-3,Bryan Student Center
c460dc6ae67c9683fb1cc74cfe26c5ced898a6e642468ae3857bb910bd11c7c9,8771,2020-02-14T22:37:06.000-05:00,APF-3-ASSOC_TRAP,a59f1804caa025a777e0d79d72dd0ccf05689f85c77879d23a7e7efc78d2eebd,c4:0a:cb:df:25:50,1,bryanctr-mcdonalds-ap3502i-rc-1,Bryan Student Center
c460dc6ae67c9683fb1cc74cfe26c5ced898a6e642468ae3857bb910bd11c7c9,8775,2020-02-14T22:36:55.000-05:00,APF-3-ASSOC_TRAP,a59f1804caa025a777e0d79d72dd0ccf05689f85c77879d23a7e7efc78d2eebd,c4:0a:cb:df:25:50,1,bryanctr-mcdonalds-ap3502i-rc-1,Bryan Student Center
c460dc6ae67c9683fb1cc74cfe26c5ced898a6e642468ae3857bb910bd11c7c9,3230,2020-02-14T22:36:36.000-05:00,APF-3-ASSOC_TRAP,a59f1804caa025a777e0d79d72dd0ccf05689f85c77879d23a7e7efc78d2eebd,d4:a0:2a:4a:56:00,1,bryancenter-aubon-ap3502i-rc-1,Bryan Student Center
c460dc6ae67c9683fb1cc74cfe26c5ced898a6e642468ae3857bb910bd11c7c9,8787,2020-02-14T22:36:31.000-05:00,APF-3-ASSOC_TRAP,a59f1804caa025a777e0d79d72dd0ccf05689f85c77879d23a7e7efc78d2eebd,d4:a0:2a:10:fd:e0,1,bryancenter-303-ap3502i-rc-1,Bryan Student Center
c460dc6ae67c9683fb1cc74cfe26c5ced898a6e642468ae3857bb910bd11c7c9,3232,2020-02-14T22:36:23.000-05:00,APF-3-ASSOC_TRAP,a59f1804caa025a777e0d79d72dd0ccf05689f85c77879d23a7e7efc78d2eebd,20:bb:c0:e7:8c:b0,1,bryancenter-310-ap3602i-rc-3,Bryan Student Center
c460dc6ae67c9683fb1cc74cfe26c5ced898a6e642468ae3857bb910bd11c7c9,4893,2020-02-14T22:36:12.000-05:00,APF-3-AUTHENTICATION_TRAP,a59f1804caa025a777e0d79d72dd0ccf05689f85c77879d23a7e7efc78d2eebd,70:10:5c:82:29:30,1,bryancenter-310-ap3602i-rc-2,Bryan Student Center
c460dc6ae67c9683fb1cc74cfe26c5ced898a6e642468ae3857bb910bd11c7c9,4894,2020-02-14T22:36:11.000-05:00,APF-3-ASSOC_TRAP,a59f1804caa025a777e0d79d72dd0ccf05689f85c77879d23a7e7efc78d2eebd,20:bb:c0:e7:83:a0,1,bryancenter-loop-ap3602i-rc-1,Bryan Student Center
c460dc6ae67c9683fb1cc74cfe26c5ced898a6e642468ae3857bb910bd11c7c9,3237,2020-02-14T22:36:07.000-05:00,APF-3-ASSOC_TRAP,a59f1804caa025a777e0d79d72dd0ccf05689f85c77879d23a7e7efc78d2eebd,a0:23:9f:b4:93:80,1,bryancenter-roof-ap1562d-rw-6,Bryan Student Center
c460dc6ae67c9683fb1cc74cfe26c5ced898a6e642468ae3857bb910bd11c7c9,8807,2020-02-14T22:35:50.000-05:00,APF-3-ASSOC_TRAP,a59f1804caa025a777e0d79d72dd0ccf05689f85c77879d23a7e7efc78d2eebd,c4:0a:cb:df:25:50,1,bryanctr-mcdonalds-ap3502i-rc-1,Bryan Student Center
c460dc6ae67c9683fb1cc74cfe26c5ced898a6e642468ae3857bb910bd11c7c9,4912,2020-02-14T22:35:22.000-05:00,APF-3-ASSOC_TRAP,a59f1804caa025a777e0d79d72dd0ccf05689f85c77879d23a7e7efc78d2eebd,c4:0a:cb:a5:4a:60,1,bryancenter-somewhr-ap3502i-rc-1,Bryan Student Center
c460dc6ae67c9683fb1cc74cfe26c5ced898a6e642468ae3857bb910bd11c7c9,3252,2020-02-14T22:35:00.000-05:00,APF-3-ASSOC_TRAP,a59f1804caa025a777e0d79d72dd0ccf05689f85c77879d23a7e7efc78d2eebd,a0:23:9f:b4:95:40,1,bryancenter-roof-ap1562d-rw-3,Bryan Student Center
c460dc6ae67c9683fb1cc74cfe26c5ced898a6e642468ae3857bb910bd11c7c9,4417,2020-02-14T22:34:52.000-05:00,APF-3-AUTHENTICATION_TRAP,a59f1804caa025a777e0d79d72dd0ccf05689f85c77879d23a7e7efc78d2eebd,20:bb:c0:e7:83:a0,1,bryancenter-loop-ap3602i-rc-1,Bryan Student Center
c460dc6ae67c9683fb1cc74cfe26c5ced898a6e642468ae3857bb910bd11c7c9,4933,2020-02-14T22:34:51.000-05:00,APF-3-ASSOC_TRAP,a59f1804caa025a777e0d79d72dd0ccf05689f85c77879d23a7e7efc78d2eebd,2c:d0:2d:11:b5:60,1,bryancenter-roof-ap1562d-rw-4,Bryan Student Center
c460dc6ae67c9683fb1cc74cfe26c5ced898a6e642468ae3857bb910bd11c7c9,3257,2020-02-14T22:34:45.000-05:00,APF-3-ASSOC_TRAP,a59f1804caa025a777e0d79d72dd0ccf05689f85c77879d23a7e7efc78d2eebd,a0:23:9f:b4:95:40,1,bryancenter-roof-ap1562d-rw-3,Bryan Student Center
c460dc6ae67c9683fb1cc74cfe26c5ced898a6e642468ae3857bb910bd11c7c9,4939,2020-02-14T22:34:45.000-05:00,APF-3-ASSOC_TRAP,a59f1804caa025a777e0d79d72dd0ccf05689f85c77879d23a7e7efc78d2eebd,70:10:5c:82:29:30,1,bryancenter-310-ap3602i-rc-2,Bryan Student Center
c460dc6ae67c9683fb1cc74cfe26c5ced898a6e642468ae3857bb910bd11c7c9,4942,2020-02-14T22:34:29.000-05:00,APF-3-ASSOC_TRAP,a59f1804caa025a777e0d79d72dd0ccf05689f85c77879d23a7e7efc78d2eebd,d4:a0:2a:4a:56:00,1,bryancenter-aubon-ap3502i-rc-1,Bryan Student Center
c460dc6ae67c9683fb1cc74cfe26c5ced898a6e642468ae3857bb910bd11c7c9,4424,2020-02-14T22:34:29.000-05:00,APF-3-ASSOC_TRAP,a59f1804caa025a777e0d79d72dd0ccf05689f85c77879d23a7e7efc78d2eebd,d4:a0:2a:4a:56:00,1,bryancenter-aubon-ap3502i-rc-1,Bryan Student Center
c460dc6ae67c9683fb1cc74cfe26c5ced898a6e642468ae3857bb910bd11c7c9,4427,2020-02-14T22:34:17.000-05:00,APF-3-ASSOC_TRAP,a59f1804caa025a777e0d79d72dd0ccf05689f85c77879d23a7e7efc78d2eebd,20:bb:c0:e7:83:a0,1,bryancenter-loop-ap3602i-rc-1,Bryan Student Center
c460dc6ae67c9683fb1cc74cfe26c5ced898a6e642468ae3857bb910bd11c7c9,3279,2020-02-14T22:34:06.000-05:00,APF-3-AUTHENTICATION_TRAP,a59f1804caa025a777e0d79d72dd0ccf05689f85c77879d23a7e7efc78d2eebd,a0:23:9f:b4:93:80,1,bryancenter-roof-ap1562d-rw-6,Bryan Student Center
